Cabinet Name,Cabinet Category,Cabinet Sub-Type,SKU,Price,Doors,Drawers,Shelves,Width,Height,Depth
Belmont Blue Open End Base - 12w 34½h 24d,Base Cabinet,Open Shelves,BB-BES12-RTA,411,0,0,2,12.0in,34.5in,24.0in
Belmont Blue Open Wall Cabinet - 12w 30h 12d,Wall Cabinet,Open Shelves,BB-OE1230-RTA,156,0,0,2,12.0in,30.0in,12.0in
Belmont Blue Open Wall Cabinet - 12w 36h 12d,Wall Cabinet,Open Shelves,BB-OE1236-RTA,171,0,0,2,12.0in,36.0in,12.0in
Belmont Blue Open Wall Cabinet - 12w 42h 12d,Wall Cabinet,Open Shelves,BB-OE1242-RTA,216,0,0,3,12.0in,42.0in,12.0in
Belmont Blue Oven-Microwave Tall Cabinet - 33w 90h 27d,Tall Cabinet,Oven Cabinets,BB-OC339027C-RTA,1708,2,2,0,33.0in,90.0in,27.0in
Belmont Blue Oven-Microwave Tall Cabinet - 33w 96h 27d,Tall Cabinet,Oven Cabinets,BB-OC339627C-RTA,1964,2,2,1,33.0in,96.0in,27.0in
Belmont Blue Pie-Cut Corner Wall - 24w 30h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WPC2430-RTA,750,1,0,2,24.0in,30.0in,24.0in
Belmont Blue Pie-Cut Corner Wall - 24w 36h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WPC2436-RTA,825,1,0,2,24.0in,36.0in,24.0in
Belmont Blue Pie-Cut Corner Wall - 24w 42h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WPC2442-RTA,932,1,0,3,24.0in,42.0in,24.0in
Belmont Blue Pie-Cut Corner Wall Cabinet with Glass Door - 24w 15h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,BB-PGDWPC2415-RTA,921,1,0,0,24.0in,15.0in,24.0in
Belmont Blue Single Vanity Sink & Drawer - 60w 34½h 21d,Vanity,Vanity Bases,BB-VSD6021 SINGLE-RTA,1392,2,6,0,60.0in,34.5in,21.0in
Belmont Blue Sink Base - 24w 34½h 24d,Base Cabinet,Sink Base Cabinets,BB-SB24-RTA,445,2,0,0,24.0in,34.5in,24.0in
Belmont Blue Sink Base - 27w 34½h 24d,Base Cabinet,Sink Base Cabinets,BB-SB27-RTA,495,2,0,0,27.0in,34.5in,24.0in
Belmont Blue Sink Base - 30w 34½h 24d,Base Cabinet,Sink Base Cabinets,BB-SB30-RTA,533,2,0,0,30.0in,34.5in,24.0in
Belmont Blue Sink Base - 33w 34½h 24d,Base Cabinet,Sink Base Cabinets,BB-SB33-RTA,573,2,0,0,33.0in,34.5in,24.0in
Belmont Blue Sink Base - 36w 34½h 24d,Base Cabinet,Sink Base Cabinets,BB-SB36-RTA,609,2,0,0,36.0in,34.5in,24.0in
